Email Text,char_length,true_label,pred_label,features
"your in - home source of health information regain your confidence viagra online life grants nothing to us mortals without hard work . there is nothing to suggest that mothering cannot be shared by several people . an honest tale speeds best , being plainly told . i told you i was sick .",288,0,0,"['contains spam keywords', 'no personal greeting', 'unclear sender']"
"gene flow and indo - europeans h . m . hubey has made readers of this list aware of an interesting article which appeared in the june 24 , 1995 , issue of science news concerning evidence from dna data indicating a gene flow from anatolia into europe beginning around 9 , 000 years bp . hubey also points out that there is genetic evidence that nomads from the central eurasian yamna culture spread westward into europe approximately 5 , 500 years ago . while it is indeed reasonable to link the first migration with the spread of agriculture , it does not follow that those who migrated spoke any form of indo - european ( "" pre - "" , "" proto - "" , or dialects thereof ) . nor does it follow that "" [ i ] t is possible that both expansions were responsible for the spread of different subfamilies of indo - european languages . . . "" we know from cuneiform records that by 3 , 000 bce anatolia was populated ( at least in part , if not in full ) by people speaking caucasian languages . in eastern anatolia , hurrian and the later attested and closely-related urartean were spoken . these languages have been convincingly shown by sergej starostin and igor diakonoff to be related to northeast caucasian . in central anatolia , hattic was spoken - - this was later replaced by hittite , an indo - european language . diakonoff maintains that hattic was also a caucasian language . finally , diakonoff has claimed that the language spoken by the gutians ( qutians ) was a caucasian language . moreover , there are no unambiguous references to indo - european people or languages in written records from the ancient near east until just before 2 , 000 bce , and the first references are to hittites . it is generally agreed by specialists ( for example , gamkrelidze , mellaart , puhvel , steiner , among others ) that the hittites were invaders who imposed themselves upon populations speaking caucasian languages ( in particular , hattic ) . thus , there is much stronger evidence that prior to about 2 , 000 bce , anatolia was populated by speakers of caucasian languages than by speakers of indo - european languages . thus , it follows logically that if one were to attempt to correlate gene flow at about 9 , 000 bp from anatolia to europe with language spread that one would tend to think more about very early forms of caucasian rather than indo - european . allan r . bomhard boston , massachusetts",2406,1,1,"['academic tone', 'no suspicious links', 'no urgent language']"
"re : ff vols from historical fwd price curves winston , i am sending you ffd vol curves which are calculated based on 1 month ( 18 log - returns ) of data with 0 . 97 decay factor . these vols give $ 3 . 14 m in var for storage - prc ( versus 3 . 37 in production for 5 / 30 / 00 ) . tell me what i need to change in the format so that it is convenient for you . tanya",368,1,0,"['isk tone', 'unrelated technical details', 'lack of greeting']"
"new gas models preliminary schedule for next week vince , here are the topics that our london folks are interested in . have a good weekend . zimin - - - - - - - - - - - - - - - - - - - - - - forwarded by zimin lu / hou / ect on 05 / 26 / 2000 02 : 41 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - enron capital & trade resources corp . - europe from : anjam ahmad 05 / 26 / 2000 08 : 12 am to : natasha danilochkina / lon / ect @ ect , haakon olafsson / lon / ect @ ect , mark jones / lon / ect @ ect cc : zimin lu / hou / ect @ ect , stinson gibner / hou / ect @ ect subject : new gas models preliminary schedule for next week dear all , please could you confirm your availability for meetings next week as follows : - wednesday 31 st may overview of uk gas products to be revalued a ) wet gas swing deals ( teeside delivery ) b ) liquids extraction options time : 9 . 30 am to 11 . 30 am ( 1 1 / 2 hrs ) , swl 001 zimin , anjam , natasha wednesday 31 st may overview of uk gas products to be revalued c ) virtual storage ( enbank ) d ) dry gas swing deals time : 3 pm to 4 . 30 pm ( 1 1 / 2 hrs ) , nel 002 zimin , anjam , natasha wednesday 31 st may simulation of uk gas forward curve time : 5 pm to 6 pm ( 1 hr ) , nel 002 zimin , anjam , natasha , haakon thursday lst june model modifications to accomodate uk products time : 9 . 30 am to 11 . 00 am , nwl 003 zimin , natasha , anjam friday 2 nd june it requirements for trading / rm model a ) booking / mtm b ) exposures and hedge ratios calculation time : 9 . 30 am to 11 am , nwl 003 zimin , mark jones , natasha invitations to follow . . . thanks , anjam x 35383",1633,1,1,"['personal greeting', 'trusted sender', 'professional format']"
"Fantastic Facials!
Click here to be removed",43,0,0,"['Suspicious link', 'Unsolicited offer', 'Vague sender']"
"new load zone guys , just wanted to let you know that you will see a new load zone within sdgl , called "" pilot . "" this counterparty , pilot power , is an esp ( energy service provider ) , much like ees , and we are their new sc . so don ' t freak out when you see it in caps . thanks , stan",292,1,1,"['informal tone', 'no suspicious links', 'no urgent language']"
"job posting : korean lexicographer ( microsoft ) computational linguist for korean the nlp group in microsoft research is looking for a computational lexicographer for korean . the position will be located on the microsoft central campus in redmond , washington , usa . this is a great opportunity to work with a dedicated group of researchers who are creating a system for unrestricted text understanding and generation . responsibilities : the lexicographer 's primary responsibilities include developing and maintaining the morphological rules and data for the language , in accordance with the overall system architecture used by the microsoft research nlp group . qualifications : the lexicographer 's qualifications should include experience in linguistic research and online dictionary development , programming experience , keen interest in lexical issues , and an advanced degree in linguistics or a closely related discipline . native proficiency in korean is assumed . a practical orientation is highly desirable . significant programming experience or experience extracting lexical information from online dictionaries or corpora would be a plus . about the microsoft nlp research group : we are in the process of designing and building a system to analyze unrestricted natural language , taking input text , and moving from lexical / morphological analysis through syntax , semantics , and eventually pragmatics and discourse . a generation component is also planned . the programming system and underlying principles that are used for english have been found to be applicable to other languages . we are empirically oriented , and are happy to use good linguistic ideas wherever they can be found . a reasonable first-version summary of our techniques and some of our experience can be found in the book "" natural language processing : the plnlp approach , "" kluwer academic publishers , boston , 1993 . for more information about the nlp group , connect to our home page on the world wide web . http : / / www . research . microsoft . com / research / nlp contact : please send resumes , cover letters , and any additional materials to : steven clyne human resources microsoft corporation one microsoft way redmond , wa 98052 usa email : stevecl @ microsoft . com",2278,1,1,"['Official Microsoft contact', 'Professional language', 'No suspicious links']"
"jill chatterton ill and out of the office today ( thursday ) jill is not feeling well today . she thinks she will be able to come in tomorrow . if you need assistance during her absence , please contact any administrative person in west power trading . let me know if you have any questions .",292,1,1,"['professional tone', 'no suspicious links', 'no urgent language']"
new pooling points the two new pooling points are as follows : 1 ) . aqua dulce pool = 987349 2 ) : corpus christi pool = 987350,128,1,0,"['No links present', 'Generic content', 'Lacks personalization']"
"I spun another AlsaPlayer build, this time on my (null) box. I do not know what this
means but the Curl stuff compiled in this time.It's sounding damn cool with the new alsa drivers. Thanks to Matthias for the Alsa
RPMS. Great job bring sound to the masses.http://www.dudex.net/rpms/alsaplayer-0.99.71-aap2.i386.rpm
http://www.dudex.net/rpms/alsaplayer-0.99.71-aap2.i686.rpm
http://www.dudex.net/rpms/alsaplayer-0.99.71-aap2.src.rpm
http://www.dudex.net/rpms/alsaplayer-0.99.71.spec--
That's ""angle"" as in geometry._______________________________________________
RPM-List mailing list 
http://lists.freshrpms.net/mailman/listinfo/rpm-list",638,1,0,['Suspicious links to download']
"Once upon a time, Matthias wrote :> Hi, Matthias..
> 
> > ..it's a major release and supports now SGI's FAM technology
> 
> ..requires currently some changes for the spec because the dep to fam
> 2.6.7-6.
> For compiling fam.h (fam-evel) is required too.Indeed, I had repackaged a first version, but without fam support (not
released). I'll release the package with fam support right now ;-)Matthias-- 
Matthias Saou                                World Trade Center
-------------                                Edificio Norte 4 Planta
System and Network Engineer                  08039 Barcelona, Spain
Electronic Group Interactive                 Phone : +34 936 00 23 23_______________________________________________
RPM-List mailing list 
http://lists.freshrpms.net/mailman/listinfo/rpm-list
",797,1,1,"['no urgent tone', 'professional language', 'no suspicious links']"
"contact name for executing gisb agreement darren i called this afternoon but you were out . i hope all is well with you with respect to the recent events . would you please call me regarding the following two matters . 1 ) i am looking for a contact name and number for the person at enron that can help us get a gisb agreement in place . our company went through a large bank financing and we are going to be conducting commercial operations under the entity known as anp funding i , llc . therefore , we would like to set up a gisb agreement between enron and anp funding i , llc . becky kalmick works with me and she is responsible for executing the gisb agreement . would you please let me know who we can speak with regarding the agreement . also , would you please give your contact heads up as to what we want to do . please note that i am dealing with mary cook in your company regarding the execution of an isda agreement . becky kalmick work 713 - 613 - 4376 email bkalmick @ anpower . com 2 ) i would like to talk with you about the hays power plant that connected to oasis pipe line and el paso texas pipeline . we have firm transport on oasis from either waha , katy or mid - state . thanks trey 713 - 613 - 4396",1225,1,1,"['no urgent language', 'professional tone', 'no suspicious links']"
"interview with enron dear mr . kaminski , ? even though i cannot pass "" official "" interviews , i would like to discuss with enron . i was really impressed by your presentation and i think i would be a good fit for your firm . ? i know that you ? will be soon recruiting on campus , maybe we could set up an "" informal meeting "" . either give me a call at home ( 412 - 802 - 6429 ) or send me an email at this address . i would appreciate though not to appear on interview lists . ? pierre - philippe ste - marie http : / / pstemarie . homestead . com",551,1,0,"['suspicious link', 'informal tone', 'potential spoofing']"
"Robert Harley writes:
> >OK, then. Consider a population of 1,000,000. 500,000 men each
> >pair off with 500,000 women. Then, 1 man, let's call him ""Wilt"",
> >also has sex with the other 499,999 women
> 
> This has never happened.  Its relevance is nil.It was a extreme contrived example because you glosded over the 
point of the earlier 3-person example. But OK, Mr Math, let it be N men and women, for any N>2. They 
all pair off. Then, some number H, N>H>0, of men has sex with 
all the other N-1 women he hasn't yet had sex with. Pick any N and H that might be interesting. Any choice of
values results in meaningful differences between the sexes' 
""promiscuity"", as commonly understood. It should be more 
obvious with extreme choices of numbers, but it is also true 
for any choice of N and H, if unrealistic totals distract you.Further, and I was hoping this would be clear without saying
so outright, this model actually approximates the cliche 
""common wisdom"" about per-gender sexual behavior, if you 
reverse the male and female roles.Those stereotypes are: that more men than women seek multiple
partners -- men being ""more promiscuous"" than women -- and that 
surplus of male interest is satisfied by a smaller number of 
hyperpromiscuous women (often derisively labelled ""sluts"").> So I chose not to type ""on average"" explicitly in my post, since this
> is FoRK and one tends to assume that people have a clue.
> 
> There is no disagreement between us, except that I am more interested
> in typical behaviour and you in extreme. Nope, now you've amended the meaning of your initial statement to
make it more defensible. What I objected to was:Robert Harley:
# >The assumption that females of all species tend to be less promiscuous
# >than males simply does not fit the facts, Hrdy contended.
# 
# Well, DUH!!!
# 
# It is perfectly obvious that (heterosexual) promiscuity is exactly,
# precisely identical between males and females.
# 
# Of course the shapes of the distributions may differ.If you assumed people on FoRK had a clue, would you have needed
to jump in with a patronizing ""DUH!!""? If you were talking about fuzzy, typical behavior, would you have 
huffed and puffed with the words ""perfectly obvious"" and ""exactly, 
precisely identical""? If your concern was with the ""typical"", why didn't you adopt the 
typical definition of ""promiscuous"", rather than a straw-man
definition which allowed you to interject ""DUH!!"" and mock an
anthrolopology professor's conclusions? > Actually, you probably just
> had a bad day and felt like jumping down my throat for the hell of it.You are welcome to that theory!But here's an alternate theory: when you jump in with a patronizing 
and overblown pronouncement -- e.g. ""DUH!!... perfectly obvious... 
exactly, precisely identical..."" -- and that pronouncement is 
itself sloppy and erroneous, then others may get a kick out of 
popping your balloon. - Gordon",2922,1,1,"['academic discussion', 'no urgent tone', 'no suspicious links']"
"URL: http://www.newsisfree.com/click/-4,8723998,215/
Date: 2002-10-10T03:26:53+01:00*Business:* Powergen yesterday shut down a quarter of its generating capacity.
",163,1,0,['Suspicious URL']
"With Mobile IP?  Ack! 8-Ohttp://ana-www.lcs.mit.edu/anaweb/PDF/PR_whitepaper_v2.pdfMB
-- 
Mark Baker, CTO, Idokorro Mobile (formerly Planetfred)
Ottawa, Ontario, CANADA.               distobj@acm.org
http://www.markbaker.ca        http://www.idokorro.com
http://xent.com/mailman/listinfo/fork
",293,1,0,"['Suspicious link', 'Unusual sender email']"
"At 1:16 PM -0400 8/22/02, Theo Van Dinter wrote:
>On Thu, Aug 22, 2002 at 07:05:33PM +0200, Malte S. Stretz wrote:
>>  Ummm... has somebody noticed that spamassassin-sightings is the fourth most
>>  active list for this month on [1]? There is more sighting than talk and
>>  devel together ;-)
>
>hmmm.  do people know that they should only send false negatives there?
>either there's a lot of stuff SA is missing, or some people are just
>sending all their spam there.I've sent in some spam that either didn't score or scored practically 
nothing, like below 5.  I figure that most people run at 5 so if it 
scores less than that, a rule needs to be honed to catch it.Justin
-- --
Justin Shore, ES-SS ES-SSR                Pittsburg State University
Network & Systems Manager                 http://www.pittstate.edu/ois/
-------------------------------------------------------
This sf.net email is sponsored by: OSDN - Tired of that same old
cell phone?  Get a new here for FREE!
https://www.inphonic.com/r.asp?r=sourceforge1&refcode1=vs3390
_______________________________________________
Spamassassin-talk mailing list
Spamassassin-talk@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/spamassassin-talk",1225,1,1,"['No suspicious links', 'No urgent language', 'Official university email']"
bio tammie schoppe enron americas - office of the chair assistant to louise kitchen ( 713 ) 853 - 4220 ( 713 ) 646 - 8562 fax ( 713 ) 253 - 2131 mobile,151,1,0,"['unsolicited contact info', 'lack of context', 'no company logo']"
"HTML>
Â Â Â Â Â Â Â Â Â Â Â Â      
Ä°NTERNETTE KENDÄ°NÄ°ZÄ° DAHA Ä°YÄ° HÄ°SSEDECEKSÄ°NÄ°Z.
	  Ä°NGÄ°LÄ°ZCE WEB SAYFALARININ TÃœRKÃ‡E'YE Ã‡EVÄ°RÄ° YAZILIMI
	    $ 39+KDV 
 Ä°NGÄ°LÄ°ZCE'DEN TÃœRKÃ‡E'YE BÄ°LGÄ°SAYAR DESTEKLÄ°
	    METÄ°N Ã‡EVÄ°RÄ° YAZILIMI  
	 
	 (MS-WORD ALTINDA KULLANIM, TÃœM WINDOWS VERSÄ°YONLARI Ä°LE UYUMLU)
	   $ 69+KDV Ä°KÄ° YAZILIM Â  BÄ°RLÄ°KTE 
$ 
  89+KDVAyrÄ±ntÄ±lÄ± Bilgi 
      Ä°Ã§inÂ    tÄ±klayÄ±n 
      Â Â Â Â Â Â Â Â Â Â Â       
      Â  
BÄ°LSAG Ltd.
AHMET MÄ°THAT 
      EFENDÄ° SOK. 22/1 Ã‡ANKAYA 06700 / ANKARA /
Tlf: 0312. 439 2850/ Fax: 0312. 439 9347bilsag@msn.comÂ 
Â E-posta adres listemizden Ã§Ä±kmak iÃ§inÃ‡IKAR tuÅŸuna basÄ±nÄ±zBu elektronik posta: sitescooper-talk@example.sourceforge.net e gÃ¶nderilmiÅŸtir-------------------------------------------------------
This sf.net email is sponsored by: OSDN - Tired of that same old
cell phone?  Get a new here for FREE!
https://www.inphonic.com/r.asp?r=sourceforge1&refcode1=vs3390
_______________________________________________
Sitescooper-talk mailing list
Sitescooper-talk@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/sitescooper-talk",1156,0,0,"['Suspicious sender email', 'Unusual URL', 'Too good to be true']"
"final version of the presentation george , here is the presentation . i wasn ' t able to add a table showing the distribution of bids by fuel type for april 2000 since the database is not updated . also , in the map i didn ' t make those minor changes . because when i try to erase those names , the map looks ugly . when i get back from california let ' s get together and discuss the feedbacks from traders . sevil ,",418,1,1,"['no suspicious links', 'professional tone', 'no urgent language']"
"eskimo snow david prager branner asks : > there is talk again on the linguist list about the "" great eskimo snow > hoax "" . i may be imagining things , but the people who talk about this > never seem to be specialists in eskimo languages . i would like to hear > from an inuit or tlingit specialist on just what the snow situation > really is in these languages . . . . geoffrey k . pullum , in _ the great eskimo vocabulary hoax _ ( chicago , 1991 ) , pp . 168-171 , reports the results of his consultation with anthony woodbury , a bona fide expert on yupik eskimo , and provides the following statement for use at cocktail parties : "" let it be known that professor anthony woodbury ( department of linguistics , university of texas , austin , texas 78712 ) is prepared to endorse the claim that the central alaskan yupik eskimo language has about a dozen words ( even a couple of dozen if you are fairly liberal about what you count ) for referring to snow and to related natural phenomena , events , or behavior . "" this is , he adds , "" not remarkably different in size from the list in english . "" - - victor golla the society for the study of the indigenous languages of the americas gollav @ axe . humboldt . edu",1221,1,1,"['no urgent language', 'no suspicious links', 'professional tone']"
"norton systemworks 2002 final clearance 1093 norton systemworks 2002 software suite professional edition 6 feature - packed utilities , 1 great price a $ 300 . 00 + combined retail value for only $ 29 . 99 ! protect your computer and your valuable information ! don ' t allow yourself to fall prey to destructive viruses ! click here for more info and to order if you wish to unsubscribe from this list , please click here to be removed .",438,0,0,"['promotional offer', 'click here for more info', 'unsubscribe link']"
"holiday safety reminder holiday safety reminder the holiday season can mean an increased risk of fires and a higher potential for criminal activity due to people taking advantage of convenient downtown shopping and because of the increased number of special events and office parties . we would like to pass along a few safety and security tips from the city of houston fire department and the houston police department . ? please do not prop open stairwell doors or doors to the freight elevators . this defeats security . ? use only artificial trees and greenery in decorating your office space . do not place cut trees or greenery within the building . cut trees become major fire hazards when they dry out . ? office parties or the holiday mood may distract you . be alert for thieves who try to take advantage of the holiday season . sometimes just having fewer people at work during the holidays creates an opening for thieves . if you see someone that does not appear to belong in your work area , immediately call the enron security console at 713 - 853 - 5360 . ? keep your purse or wallet with you at all times or locked away in a drawer or closet . ? if you go shopping , invite a friend to go along . try not to overload yourself with packages . when you return , lock your gifts away in a safe place . ? always be aware of your surroundings while in a public area . if things don  , t look right , follow your instincts and avoid going into the area . ? when waiting for a ride home after hours , remain inside the building near a card - reader door until you see your ride arrive . ? if office parties are on company premises and involve alcoholic beverages or public invitees , call security at 713 - 853 - 5360 . security will advise you as to company guidelines .",1781,1,1,"['official safety tips', 'no suspicious links', 'formal tone']"
"less expensive charset = iso - 8859 - 7 "" > paliourg , simple ~ private ~ secure paliourg dont need savings . . b ~ ze international i ~ mports inc , n orth fron t st . # 1831 , beliz e cit y , beli z e",202,0,0,"['odd formatting', 'unusual sender info', 'no clear greeting']"
"I recently stumbled across the contents of the journal, ""Electronic
Publishing"", which was published from January, 1988 through December, 1995.
All papers are available online in PDF (this was apparently one of the first
journals to disseminate in PDF, in 1994). The journal also reprints some of
the better papers from the Electronic Publishing conferences, held bi-yearly
from 1986-1992 (EP86, EP88, EP90, EP92).http://cajun.cs.nott.ac.uk/compsci/epo/papers/epoddtoc.htmlToday's reader might look at the contents and wonder about their relevance,
since they don't directly discuss the Web. As an academic, I find this
journal valuable, since the papers are of generally high quality (by top
researchers), and they provide lots of pointers to the evolution of the
ideas that led to many Web technologies.  It's one source among many for
sifting through the intellectual lineage of electronic publishing
technologies.Rohit and Adam might find the following papers especially relevant, in the
context of their WWW7 ""Evolution of Document Species"" paper:Page Description Languages: Development, Implementation and Standardization:
A. L. Oakley and A. C. Norris
http://cajun.cs.nott.ac.uk/compsci/epo/papers/volume1/issue2/epalo012.pdfImportant papers in the history of document preparation systems: basic
sources:
Richard K. Furuta
http://cajun.cs.nott.ac.uk/compsci/epo/papers/volume5/issue1/ep057rf.pdf
(Excellent overview of sources)Several of the authors of papers in this journal are now involved in the ACM
Document Engineering conference series:
http://www.documentengineering.org/- Jim",1591,1,1,"['academic journal reference', 'legitimate URLs', 'no suspicious language']"
"improve desire charset = us - ascii "" > i ' ve been using your product for 4 months now . i ' ve increased my length from 2 to nearly 6 . your product has saved my sex life . - matt , fl my girlfriend loves the results , but she doesn ' t know what i do . she thinks it ' s natural - thomas , ca pleasure your partner every time with a bigger , longer , stronger unit realistic gains quickly to be a stud press here you don ' t seem to understand oranjestad , aruba , po b 1200 i ' m not afraid of ozma - - or anyone elsedorothy carried her in her arms back to where the others sat in grieved and thoughtful silence well , i ' ll explain you ' re the demon of electricity , aren ' t you ? i am , said the other , drawing himself up proudly",739,0,0,"['contains promotional language', 'no personal greeting', 'unclear sender']"
"O'Reilly Open Source Convention
-From the Frontiers of Research to the Heart of the EnterpriseSheraton San Diego Hotel and Marina
July 22-26, 2002 -- San Diego, CA
http://conferences.oreillynet.com/os2002/?CMP=EM4907O'REILLY CONFERENCE NEWSLETTER UPDATE - 071902e -Conference News - One-Day Pass Offer
 -Conference Highlights - Bruce Sterling on Open Source
 -See & Do - Camping Out at Kid's World
 -OSCON Tracks - It's not just about Perl, you know.
 -Conference Details - Keynotes""In the tradition of O'Reilly books, their conferences
get past the fluff and hype of other conferences and
home in directly on the meat of the technology.""
-- Jason Hall from Plug, the Provo area Linux Users Group***CONFERENCE NEWS----------------------------------------------
ONE DAY PASS ADDED TO CONFERENCE
If you can't swing the whole conference, but can't bear to miss
that one session or keynote presentation, pick up a day pass,
available for July 24, 25, or 26.The cost of the one day pass is $400. Please visit:
http://conferences.oreillynet.com/os2002/?CMP=EM4907
----------------------------------------------Check out this year's program for a look into the future of
open source software. Register Today!
http://conferences.oreillynet.com/os2002/?CMP=EM4907***OSCON2002 HIGHLIGHTSBruce Sterling, author, journalist, editor, critic, presents
A Contrarian Position on Open Source, Friday, July 26,
11:30am - 12:15pm in Sea Breeze II.Sterling is the author of several science fiction novels including
Involution Ocean, The Artificial Kid, Schismatrix, Islands in the
Net, and Heavy Weather. He edited the collection Mirrorshades, the
definitive document of the cyberpunk movement, and co-authored
the novel The Difference Engine with William Gibson. He writes a
critical column for Science Fiction Eye and a popular-science
column for The Magazine of Fantasy and Science Fiction.His non-fiction book The Hacker Crackdown describes the law
enforcement and computer-crime activities that led to the start
of the Electronic Frontier Foundation in 1990./==========================================================\
Convention Newsletter Sponsored by InfoWorldInfoWorld's Next-Generation Conference
Web Services II:  The Applications, September 18 - 20, 2002You have heard the promise.  Now hear the reality. InfoWorld's
editors invite you to take a hard look at how Web Services'
technology is affecting enterprise applications. Hear both
challenges and success stories from those IT executives who
are embracing Web services and from the leading companies
whose products are fueling this new era of enterprise computing.
Register before July 31 and save $300. Use priority code P062405.www.infoworld.com/nextgen
\==========================================================/***SEE & DO
http://conferences.oreillynet.com/pub/w/15/see_do.html- Camping out at ""Kid's World""
Back again by popular demand, Kid's World is available Monday
through Thursday providing exceptional daycare for your young
ones. Register now to ensure that your children don't miss out
on the fun.
http://conferences.oreillynet.com/pub/w/15/kids_world.html***OSCON FEATURED TRACKS
http://conferences.oreillynet.com/pub/w/15/tutorials.html
http://conferences.oreillynet.com/pub/w/15/sessions.html
  -Python, with an emphasis on Zope
  -Apache Web Server, specifically 2.0, modules, configuration,
   and performance tuning
  -Java, featuring Jakarta, Jserv, Ant, and Jboss
  -Operating Systems: Linux, FreeBSD, OpenBSD, OS X
  -Databases, focusing on MySQL, PostgreSQL, Redhat B, SAPDB,
   Berkeley DB
  -Emerging topics, gaming, shared source, government projects***CONFERENCE DETAILS-Keynote SpeakersFreeing Culture
Lawrence Lessig, Stanford Law School
http://conferences.oreillynet.com/cs/os2002/view/e_sess/3027The Free Software Movement: Where All This Started
Richard M. Stallman (representing the Free Software Movement),
Free Software Foundation
http://conferences.oreillynet.com/cs/os2002/view/e_sess/3047Hacking the Genome: Open Source in Bioinformatics
Ewan Birney, European Bioinformatics Institute
http://conferences.oreillynet.com/cs/os2002/view/e_sess/2389Evolution in ActionJim Kent,
UC Santa Cruz Genome Bioinformatics Group
http://conferences.oreillynet.com/cs/os2002/view/e_sess/2586The Changing Relationship Between Business and Developers
Paul Pangaro, Ph.D., Sun Microsystems, Inc., Elaine B.
Coleman, Ph.D., Sun
https://conferences.oreillynet.com/cs/os2002/view/e_sess/3178Challenges of Open Source in Visual Effects
Milton Ngan, Weta Digital Ltd
https://conferences.oreillynet.com/cs/os2002/view/e_sess/3118For more details on our keynote, tutorial, and session
speakers, please visit:
http://conferences.oreillynet.com/os2002/?CMP=EM4907***PLATINUM SPONSORS
Apple Computer
Active State
Sun MicrosystemsFor information regarding exhibition or sponsorship
opportunities the convention, contact Andrew Calvo at
707-827-7176, or andrewc@oreilly.com.---------------------------------------------------------------------
If you want to cancel an O'Reilly newsletter subscription, go
to http://elists.oreilly.com/ and de-select any newsletters you
no longer wish to receive. For assistance, email help@oreillynet.com
---------------------------------------------------------------------
",5264,1,1,"['Legitimate conference details', ""Official O'Reilly domain"", 'Consistent branding']"
"URL: http://www.newsisfree.com/click/-4,8259314,1717/
Date: 2002-09-26T01:15:08+01:00(me)
",90,1,0,"['Odd link URL', 'Suspicious domain', 'No sender info']"
"a . d . vfwd . conrad hilton , founder of the famous hilton hotel a . d . vfwd . conrad hilton , founder of the famous hilton hotel known to the tabloids as paris the heiress , hilton made a name for herself as a party - hopping socialite early in the 21 st century . she is the great - granddaughter of hotel magnate conrad hilton , founder of the famous hilton hotel chain . paris and her younger sister nicky are worth about $ 500 million each ! well , it seems about 3 years ago when paris was a mere 19 year old , she allowed her then - boyfriend to tape a little xxx home footage , ala pam tommy style ! and of course , that same boyfriend is seeking to make a little profit for himself now that times are tough . he has sold the footage to an unknown web site intent on showing the entire footage on their adult web site thx , carol herrington paliourg , u never want any thing like this again please go to : http : / / www . islurp . biz : 8070 / us . php",963,0,0,"['Suspicious link', 'Unverified sender', 'Adult content']"
"thought you might like this centennial on - line p harm . acy , sa ve up to 75 % inherit we ' ve got all the popular stuff . . . 1 . world wide ship . ping 2 . no dot . cor v is . its 3 . no pre - scrib . . 4 . dis - creet pack aging get it now sub",248,0,0,"['poor grammar and spelling', 'misleading deal, urgent tone', 'lack of clear sender info']"
"colored printer taj mahal hello everyone . this memo only applies to the research group on the 19 th floor that use the colored printer "" taj mahal "" . vince has requested that i ask each of you to only use the colored printer "" taj mahal "" for presentations , newsletters , etc . that require at least 90 % of color . these cartridges are very expensive and several times we have picked up a copy of something that only had color on the first page and it would be maybe 15 - 20 pages long . this is not cost effective . if you have something that has color on the first page , but not on the rest of the presentation , then please just print the first page on the color printer and the rest on "" bandit "" or "" wagon "" . your help will be greatly appreciated ! thanks ! shirley",777,1,1,"['no suspicious links', 'no urgent language', ' reads as normal office communication']"
"
> I would be in favor of creating new SpamAssassin CVS modules and
> Bugzilla categories for other clients (provided there is sufficient
> interest and a maintainer).yeah, I'd be with that -- as long as they have a maintainer ;)however regarding CVS, I'd say many projects might find it easier
to just sign up as a new proj with sf.net -- it might save them having
to go through us (not sure, depends on what sf.net's procedures
are like).--j.",444,1,1,['discusses project management']
yahoo - transwestern pipeline announces successful open season for proposed sun,79,1,1,"['official Yahoo email', 'no suspicious links', 'professional tone']"
european linguistics i would like help in finding out information on linguistics in europe - - how the field is structured ? what theoretical models are important ? what departments in universities have linguists ? etc . i ' m not sure where to go for this type of information - - so pointers toward sources or personal knowledge would be greatly appreciated . thanks in advance . sonja launspach t720026 @ univscvm . csd . scarolina . edu,439,1,0,['Unusual email domain']
"URL: http://www.newsisfree.com/click/-2,8423196,1717/
Date: 2002-10-01T08:34:09+01:00[IMG: http://www.newsisfree.com/Images/fark/ncbuy.gif ([NCBuy])]
",150,1,0,"['Suspicious URL link', 'Unusual domain name', 'No personalized greeting']"
"
----- Original Message ----- 
From: ""Mr. FoRK"" > ----- Original Message ----- 
> From: ""Gary Lawrence Murphy"" 
> 
> > 
> >     f> What about a situation where you don't directly ask/talk to the
> >     f> bot, but they listen in and advise/correct/interject/etc?
> > 
> > Do you do that?  Do you hear two people at the next table say ""I'm
> > going to Seattle tomorrow"" and you just /have/ to lean over and
> > interject compulsively to tell them what you know about Seattle's
> > weather?
> 
Oh, please, quit with all that StopEnergy(tm)
",540,1,0,['Unusual sender name']
